Duration,Startdate,Enddate,Startnumber,Start station,Endnumber,End station,Bike number,Membertype
1204,21-09-10 19:12,21-09-10 19:32,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00796,Member
630,21-09-10 19:12,21-09-10 19:22,31104,Adams Mill & Columbia Rd NW,31107,Lamont & Mt Pleasant NW,W00971,Member
769,21-09-10 19:15,21-09-10 19:28,31202,14th & R St NW,31205,21st & I St NW,W00512,Member
831,21-09-10 19:16,21-09-10 19:30,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00577,Casual
596,21-09-10 19:17,21-09-10 19:27,31205,21st & I St NW,31110,20th St & Florida Ave NW,W00772,Member
405,21-09-10 19:19,21-09-10 19:26,31111,10th & U St NW,31202,14th & R St NW,W00546,Member
1489,21-09-10 19:19,21-09-10 19:44,31203,14th & Rhode Island Ave NW,31107,Lamont & Mt Pleasant NW,W00288,Member
2440,21-09-10 19:21,21-09-10 20:02,31100,19th St & Pennsylvania Ave NW,31103,16th & Harvard St NW,W00639,Casual
595,21-09-10 19:22,21-09-10 19:32,31100,19th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00198,Member
337,21-09-10 19:24,21-09-10 19:30,31401,14th St & Spring Rd NW,31400,Georgia & New Hampshire Ave NW,W00031,Member
908,21-09-10 19:26,21-09-10 19:41,31104,Adams Mill & Columbia Rd NW,31205,21st & I St NW,W00742,Member
829,21-09-10 19:32,21-09-10 19:46,31205,21st & I St NW,31201,15th & P St NW,W00557,Member
365,21-09-10 19:33,21-09-10 19:39,31202,14th & R St NW,31110,20th St & Florida Ave NW,W00546,Member
1596,21-09-10 19:35,21-09-10 20:02,31200,Massachusetts Ave & Dupont Circle NW,31103,16th & Harvard St NW,W00159,Casual
2189,21-09-10 19:36,21-09-10 20:12,31209,1st & N St  SE,31011,23rd & Crystal Dr,W00509,Casual
2369,21-09-10 19:37,21-09-10 20:16,31209,1st & N St  SE,31009,27th & Crystal Dr,W00332,Casual
3126,21-09-10 19:37,21-09-10 20:29,31108,4th & M St SW,31108,4th & M St SW,W00256,Casual
236,21-09-10 19:39,21-09-10 19:43,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00777,Member
2904,21-09-10 19:41,21-09-10 20:29,31108,4th & M St SW,31108,4th & M St SW,W00636,Casual
181,21-09-10 19:42,21-09-10 19:45,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00794,Member
730,21-09-10 19:46,21-09-10 19:58,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00376,Member
196,21-09-10 19:49,21-09-10 19:53,31003,15th & Crystal Dr,31000,Eads St & 15th St S,W01066,Member
188,21-09-10 19:53,21-09-10 19:56,31111,10th & U St NW,31111,10th & U St NW,W00344,Member
355,21-09-10 19:55,21-09-10 20:01,31212,21st & M St NW,31201,15th & P St NW,W00428,Casual
202,21-09-10 20:03,21-09-10 20:06,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W01076,Casual
507,21-09-10 20:03,21-09-10 20:11,31110,20th St & Florida Ave NW,31111,10th & U St NW,W00546,Member
395,21-09-10 20:04,21-09-10 20:11,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W01101,Member
882,21-09-10 20:07,21-09-10 20:22,31201,15th & P St NW,31600,5th & K St NW,W00428,Member
311,21-09-10 20:08,21-09-10 20:13,31101,14th & V St NW,31201,15th & P St NW,W00829,Member
847,21-09-10 20:11,21-09-10 20:25,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00566,Casual
812,21-09-10 20:11,21-09-10 20:25,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00780,Casual
359,21-09-10 20:17,21-09-10 20:23,31201,15th & P St NW,31212,21st & M St NW,W00491,Casual
1477,21-09-10 20:22,21-09-10 20:47,31203,14th & Rhode Island Ave NW,31111,10th & U St NW,W00519,Member
1876,21-09-10 20:26,21-09-10 20:57,31100,19th St & Pennsylvania Ave NW,31108,4th & M St SW,W00119,Casual
530,21-09-10 20:36,21-09-10 20:45,31212,21st & M St NW,31213,17th & K St NW,W00777,Member
921,21-09-10 20:36,21-09-10 20:51,31212,21st & M St NW,31111,10th & U St NW,W00491,Member
438,21-09-10 20:50,21-09-10 20:58,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00415,Member
1086,21-09-10 20:55,21-09-10 21:13,31205,21st & I St NW,31105,14th & Harvard St NW,W00605,Member
614,21-09-10 20:57,21-09-10 21:07,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00289,Member
872,21-09-10 20:57,21-09-10 21:11,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00032,Member
244,21-09-10 20:58,21-09-10 21:02,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00743,Member
732,21-09-10 21:02,21-09-10 21:14,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00569,Member
523,21-09-10 21:03,21-09-10 21:11,31206,19th & E Street NW,31200,Massachusetts Ave & Dupont Circle NW,W00555,Member
132,21-09-10 21:03,21-09-10 21:05,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00833,Member
443,21-09-10 21:05,21-09-10 21:12,31201,15th & P St NW,31111,10th & U St NW,W00806,Casual
398,21-09-10 21:07,21-09-10 21:13,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00198,Casual
298,21-09-10 21:09,21-09-10 21:14,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W01029,Member
589,21-09-10 21:13,21-09-10 21:23,31205,21st & I St NW,31202,14th & R St NW,W01063,Member
358,21-09-10 21:14,21-09-10 21:20,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00492,Member
540,21-09-10 21:17,21-09-10 21:26,31105,14th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W01067,Casual
968,21-09-10 21:31,21-09-10 21:47,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W01101,Member
426,21-09-10 21:33,21-09-10 21:40,31101,14th & V St NW,31105,14th & Harvard St NW,W00928,Member
431,21-09-10 21:33,21-09-10 21:41,31101,14th & V St NW,31105,14th & Harvard St NW,W01012,Member
646,21-09-10 21:35,21-09-10 21:45,31200,Massachusetts Ave & Dupont Circle NW,31106,Calvert & Biltmore St NW,W00555,Casual
801,21-09-10 21:37,21-09-10 21:51,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00338,Casual
565,21-09-10 21:39,21-09-10 21:48,31104,Adams Mill & Columbia Rd NW,31203,14th & Rhode Island Ave NW,W01067,Member
267,21-09-10 21:42,21-09-10 21:46,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00999,Casual
432,21-09-10 21:46,21-09-10 21:53,31103,16th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00786,Member
117,21-09-10 21:51,21-09-10 21:53,31201,15th & P St NW,31203,14th & Rhode Island Ave NW,W00829,Member
575,21-09-10 21:53,21-09-10 22:02,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00523,Casual
2008,21-09-10 22:00,21-09-10 22:34,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00918,Casual
1998,21-09-10 22:01,21-09-10 22:34,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00796,Casual
643,21-09-10 22:10,21-09-10 22:20,31201,15th & P St NW,31602,Park Rd & Holmead Pl NW,W01113,Member
665,21-09-10 22:10,21-09-10 22:21,31104,Adams Mill & Columbia Rd NW,31203,14th & Rhode Island Ave NW,W00194,Member
1014,21-09-10 22:11,21-09-10 22:28,31600,5th & K St NW,31207,Georgia Ave and Fairmont St NW,W00428,Member
1396,21-09-10 22:19,21-09-10 22:43,31205,21st & I St NW,31107,Lamont & Mt Pleasant NW,W00512,Casual
654,21-09-10 22:33,21-09-10 22:44,31201,15th & P St NW,31101,14th & V St NW,W00285,Casual
1161,21-09-10 22:38,21-09-10 22:57,31205,21st & I St NW,31401,14th St & Spring Rd NW,W00986,Member
835,21-09-10 22:42,21-09-10 22:56,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W01015,Casual
138,21-09-10 22:47,21-09-10 22:49,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W01097,Member
725,21-09-10 22:52,21-09-10 23:04,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W00509,Casual
5056,21-09-10 22:53,22-09-10 0:17,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00289,Casual
472,21-09-10 23:34,21-09-10 23:42,31111,10th & U St NW,31207,Georgia Ave and Fairmont St NW,W01059,Member
1007,21-09-10 23:47,22-09-10 0:04,31201,15th & P St NW,31600,5th & K St NW,W00557,Member
555,21-09-10 23:48,21-09-10 23:57,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00968,Casual
477,22-09-10 0:03,22-09-10 0:11,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Member
324,22-09-10 1:25,22-09-10 1:31,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00860,Casual
509,22-09-10 2:27,22-09-10 2:35,31201,15th & P St NW,31201,15th & P St NW,W00743,Casual
1991,22-09-10 3:31,22-09-10 4:04,31202,14th & R St NW,31002,20th & Crystal Dr,W00142,Member
438,22-09-10 4:07,22-09-10 4:15,31000,Eads St & 15th St S,31001,18th & Eads St.,W00853,Member
1937,22-09-10 4:17,22-09-10 4:50,31005,Pentagon City Metro / 12th & S Hayes St,31201,15th & P St NW,W01000,Member
788,22-09-10 5:41,22-09-10 5:54,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00555,Member
652,22-09-10 5:56,22-09-10 6:07,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00821,Member
1035,22-09-10 6:01,22-09-10 6:19,31105,14th & Harvard St NW,31205,21st & I St NW,W00752,Member
357,22-09-10 6:11,22-09-10 6:17,31005,Pentagon City Metro / 12th & S Hayes St,31000,Eads St & 15th St S,W01093,Member
623,22-09-10 6:19,22-09-10 6:30,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00897,Member
455,22-09-10 6:53,22-09-10 7:00,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00289,Member
265,22-09-10 7:03,22-09-10 7:08,31009,27th & Crystal Dr,31011,23rd & Crystal Dr,W00840,Casual
204,22-09-10 7:04,22-09-10 7:07,31009,27th & Crystal Dr,31011,23rd & Crystal Dr,W00240,Casual
210,22-09-10 7:14,22-09-10 7:17,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00897,Member
283,22-09-10 7:23,22-09-10 7:28,31006,S Joyce & Army Navy Dr,31004,Aurora Hills Community Ctr/18th & Hayes St,W00821,Member
1281,22-09-10 7:24,22-09-10 7:45,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W00971,Member
281,22-09-10 7:28,22-09-10 7:33,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00569,Member
673,22-09-10 7:29,22-09-10 7:40,31203,14th & Rhode Island Ave NW,31104,Adams Mill & Columbia Rd NW,W00032,Member
118,22-09-10 7:29,22-09-10 7:31,31007,Crystal City Metro / 18th & Bell St,31002,20th & Crystal Dr,W00278,Member
1187,22-09-10 7:35,22-09-10 7:55,31107,Lamont & Mt Pleasant NW,31205,21st & I St NW,W00869,Casual
224,22-09-10 7:36,22-09-10 7:40,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W00856,Casual
323,22-09-10 7:44,22-09-10 7:50,31103,16th & Harvard St NW,31101,14th & V St NW,W01070,Member
984,22-09-10 7:45,22-09-10 8:01,31201,15th & P St NW,31603,1st & M St NE,W00783,Member
723,22-09-10 7:46,22-09-10 7:58,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00968,Member
398,22-09-10 7:52,22-09-10 7:59,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00860,Member
478,22-09-10 7:53,22-09-10 8:01,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00428,Member
120,22-09-10 7:54,22-09-10 7:56,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W01063,Member
481,22-09-10 7:56,22-09-10 8:04,31203,14th & Rhode Island Ave NW,31100,19th St & Pennsylvania Ave NW,W00415,Member
490,22-09-10 7:57,22-09-10 8:05,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00363,Member
751,22-09-10 8:02,22-09-10 8:14,31103,16th & Harvard St NW,31212,21st & M St NW,W00848,Member
773,22-09-10 8:04,22-09-10 8:17,31604,3rd & H St NW,31213,17th & K St NW,W00886,Member
911,22-09-10 8:14,22-09-10 8:29,31111,10th & U St NW,31206,19th & E Street NW,W00546,Member
1296,22-09-10 8:18,22-09-10 8:39,31111,10th & U St NW,31206,19th & E Street NW,W00519,Member
391,22-09-10 8:19,22-09-10 8:25,31103,16th & Harvard St NW,31101,14th & V St NW,W00479,Member
868,22-09-10 8:19,22-09-10 8:34,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00523,Casual
361,22-09-10 8:20,22-09-10 8:26,31212,21st & M St NW,31204,20th & E St NW,W00569,Casual
726,22-09-10 8:20,22-09-10 8:32,31600,5th & K St NW,31205,21st & I St NW,W00557,Member
1370,22-09-10 8:22,22-09-10 8:45,31108,4th & M St SW,31212,21st & M St NW,W00119,Member
443,22-09-10 8:22,22-09-10 8:30,31107,Lamont & Mt Pleasant NW,31101,14th & V St NW,W00512,Member
657,22-09-10 8:24,22-09-10 8:35,31104,Adams Mill & Columbia Rd NW,31100,19th St & Pennsylvania Ave NW,W00032,Member
385,22-09-10 8:24,22-09-10 8:31,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W01070,Member
221,22-09-10 8:32,22-09-10 8:36,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W01029,Member
593,22-09-10 8:37,22-09-10 8:47,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W01030,Member
669,22-09-10 8:39,22-09-10 8:50,31201,15th & P St NW,31205,21st & I St NW,W00987,Member
3181,22-09-10 8:41,22-09-10 9:34,31201,15th & P St NW,31208,M St & New Jersey Ave SE,W01000,Casual
