Duration,Startdate,Enddate,Startnumber,Start station,Endnumber,End station,Bike number,Membertype
1012,20-09-10 11:27,20-09-10 11:43,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W00742,Member
61,20-09-10 11:41,20-09-10 11:42,31209,1st & N St  SE,31209,1st & N St  SE,W00032,Member
2690,20-09-10 12:05,20-09-10 12:50,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W00993,Member
1406,20-09-10 12:06,20-09-10 12:29,31600,5th & K St NW,31602,Park Rd & Holmead Pl NW,W00344,Member
1413,20-09-10 12:10,20-09-10 12:34,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W00883,Member
982,20-09-10 12:14,20-09-10 12:30,31109,7th & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W00850,Member
930,20-09-10 12:15,20-09-10 12:30,31109,7th & T St NW,31105,14th & Harvard St NW,W00804,Member
1659,20-09-10 12:16,20-09-10 12:44,31111,10th & U St NW,31208,M St & New Jersey Ave SE,W01084,Member
2496,20-09-10 12:18,20-09-10 13:00,31600,5th & K St NW,31601,19th & East Capitol St SE,W00812,Member
1487,20-09-10 12:19,20-09-10 12:44,31703,Minnesota Ave Metro/DOES,31603,1st & M St NE,W00803,Member
1007,20-09-10 12:21,20-09-10 12:38,31500,4th & W St NE,31200,Massachusetts Ave & Dupont Circle NW,W00256,Member
1159,20-09-10 12:26,20-09-10 12:45,31603,1st & M St NE,31603,1st & M St NE,W01023,Member
88,20-09-10 12:31,20-09-10 12:32,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00472,Member
202,20-09-10 12:33,20-09-10 12:36,31105,14th & Harvard St NW,31103,16th & Harvard St NW,W00685,Member
1407,20-09-10 12:39,20-09-10 13:02,31101,14th & V St NW,31100,19th St & Pennsylvania Ave NW,W00930,Member
351,20-09-10 12:39,20-09-10 12:45,31103,16th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W00685,Member
416,20-09-10 12:40,20-09-10 12:47,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00476,Member
2988,20-09-10 12:41,20-09-10 13:31,31206,19th & E Street NW,31603,1st & M St NE,W00955,Member
636,20-09-10 12:42,20-09-10 12:52,31002,20th & Crystal Dr,31003,15th & Crystal Dr,W01066,Member
509,20-09-10 13:07,20-09-10 13:16,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00824,Member
638,20-09-10 13:13,20-09-10 13:23,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00883,Member
763,20-09-10 13:16,20-09-10 13:29,31602,Park Rd & Holmead Pl NW,31109,7th & T St NW,W01029,Member
387,20-09-10 13:20,20-09-10 13:27,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00821,Member
1409,20-09-10 13:22,20-09-10 13:46,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W00833,Member
1254,20-09-10 13:27,20-09-10 13:48,31002,20th & Crystal Dr,31012,26th & S Clark St,W01123,Member
1238,20-09-10 13:28,20-09-10 13:48,31002,20th & Crystal Dr,31012,26th & S Clark St,W01034,Member
277,20-09-10 13:30,20-09-10 13:34,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00796,Member
1532,20-09-10 13:34,20-09-10 13:59,31200,Massachusetts Ave & Dupont Circle NW,31600,5th & K St NW,W00883,Member
759,20-09-10 13:40,20-09-10 13:53,31104,Adams Mill & Columbia Rd NW,31202,14th & R St NW,W00796,Member
433,20-09-10 13:55,20-09-10 14:02,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00764,Member
329,20-09-10 14:18,20-09-10 14:24,31100,19th St & Pennsylvania Ave NW,31206,19th & E Street NW,W00868,Member
775,20-09-10 14:23,20-09-10 14:36,31200,Massachusetts Ave & Dupont Circle NW,31602,Park Rd & Holmead Pl NW,W00775,Member
3044,20-09-10 14:28,20-09-10 15:19,31100,19th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Casual
1438,20-09-10 14:45,20-09-10 15:09,31000,Eads St & 15th St S,31002,20th & Crystal Dr,W00570,Casual
597,20-09-10 14:49,20-09-10 14:59,31202,14th & R St NW,31200,Massachusetts Ave & Dupont Circle NW,W00796,Member
1492,20-09-10 14:54,20-09-10 15:19,31603,1st & M St NE,31500,4th & W St NE,W01103,Member
956,20-09-10 15:01,20-09-10 15:17,31101,14th & V St NW,31204,20th & E St NW,W01058,Member
1185,20-09-10 15:05,20-09-10 15:25,31212,21st & M St NW,31212,21st & M St NW,W01069,Member
127,20-09-10 15:08,20-09-10 15:10,31603,1st & M St NE,31603,1st & M St NE,?(0x000000004752DD3A),Member
1207,20-09-10 15:24,20-09-10 15:44,31206,19th & E Street NW,31209,1st & N St  SE,W00868,Member
2228,20-09-10 15:27,20-09-10 16:05,31104,Adams Mill & Columbia Rd NW,31209,1st & N St  SE,W00685,Member
3820,20-09-10 15:29,20-09-10 16:33,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W00977,Casual
1168,20-09-10 15:30,20-09-10 15:49,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00930,Member
566,20-09-10 15:35,20-09-10 15:45,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W00960,Member
631,20-09-10 15:38,20-09-10 15:49,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00958,Member
604,20-09-10 15:43,20-09-10 15:53,31100,19th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00563,Casual
1488,20-09-10 15:51,20-09-10 16:16,31208,M St & New Jersey Ave SE,31600,5th & K St NW,W01084,Member
7275,20-09-10 15:57,20-09-10 17:58,31100,19th St & Pennsylvania Ave NW,31103,16th & Harvard St NW,W00976,Member
1959,20-09-10 16:17,20-09-10 16:49,31200,Massachusetts Ave & Dupont Circle NW,31108,4th & M St SW,W00256,Casual
310,20-09-10 16:21,20-09-10 16:26,31100,19th St & Pennsylvania Ave NW,31100,19th St & Pennsylvania Ave NW,W00159,Member
407,20-09-10 16:22,20-09-10 16:29,31111,10th & U St NW,31201,15th & P St NW,W00642,Member
1145,20-09-10 16:23,20-09-10 16:42,31003,15th & Crystal Dr,31009,27th & Crystal Dr,W00999,Casual
730,20-09-10 16:29,20-09-10 16:41,31600,5th & K St NW,31202,14th & R St NW,W01084,Member
907,20-09-10 16:31,20-09-10 16:46,31100,19th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00842,Member
1406,20-09-10 16:32,20-09-10 16:56,31600,5th & K St NW,31107,Lamont & Mt Pleasant NW,W00883,Member
381,20-09-10 16:35,20-09-10 16:42,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00745,Member
548,20-09-10 16:37,20-09-10 16:46,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00850,Member
557,20-09-10 16:45,20-09-10 16:54,31009,27th & Crystal Dr,31002,20th & Crystal Dr,W01079,Casual
855,20-09-10 16:51,20-09-10 17:05,31111,10th & U St NW,31104,Adams Mill & Columbia Rd NW,?(0x000000007C120F6A),Member
1733,20-09-10 16:55,20-09-10 17:23,31802,Good Hope Rd & MLK Ave SE,31600,5th & K St NW,W00911,Member
4954,20-09-10 16:56,20-09-10 18:18,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00322,Casual
1283,20-09-10 16:57,20-09-10 17:18,31603,1st & M St NE,31600,5th & K St NW,W00829,Member
385,20-09-10 16:57,20-09-10 17:04,31101,14th & V St NW,31105,14th & Harvard St NW,W00814,Member
635,20-09-10 16:57,20-09-10 17:08,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00958,Member
4839,20-09-10 16:58,20-09-10 18:18,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Casual
466,20-09-10 17:01,20-09-10 17:09,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00824,Member
892,20-09-10 17:16,20-09-10 17:31,31201,15th & P St NW,31600,5th & K St NW,W01113,Casual
451,20-09-10 17:16,20-09-10 17:24,31111,10th & U St NW,31201,15th & P St NW,W00850,Member
315,20-09-10 17:17,20-09-10 17:23,31109,7th & T St NW,31111,10th & U St NW,W00569,Member
1796,20-09-10 17:31,20-09-10 18:01,31208,M St & New Jersey Ave SE,31204,20th & E St NW,W00428,Member
474,20-09-10 17:33,20-09-10 17:41,31111,10th & U St NW,31201,15th & P St NW,W01050,Member
1037,20-09-10 17:35,20-09-10 17:53,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00903,Member
729,20-09-10 17:38,20-09-10 17:50,31600,5th & K St NW,31202,14th & R St NW,W00829,Member
466,20-09-10 17:41,20-09-10 17:49,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W00968,Member
1440,20-09-10 17:41,20-09-10 18:05,31104,Adams Mill & Columbia Rd NW,31205,21st & I St NW,?(0x000000007C120F6A),Member
507,20-09-10 17:44,20-09-10 17:53,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W01007,Member
1811,20-09-10 17:46,20-09-10 18:16,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00563,Member
959,20-09-10 17:47,20-09-10 18:03,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W00826,Member
1576,20-09-10 17:50,20-09-10 18:17,31603,1st & M St NE,31105,14th & Harvard St NW,W00340,Member
462,20-09-10 17:51,20-09-10 17:58,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00842,Member
413,20-09-10 17:51,20-09-10 17:58,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W01024,Member
626,20-09-10 17:52,20-09-10 18:03,31201,15th & P St NW,31111,10th & U St NW,W00968,Member
595,20-09-10 17:54,20-09-10 18:04,31111,10th & U St NW,31600,5th & K St NW,W00958,Member
1382,20-09-10 17:55,20-09-10 18:18,31204,20th & E St NW,31600,5th & K St NW,W01058,Member
220,20-09-10 17:55,20-09-10 17:59,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00830,Member
1159,20-09-10 17:56,20-09-10 18:15,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01113,Casual
1241,20-09-10 17:56,20-09-10 18:17,31602,Park Rd & Holmead Pl NW,31100,19th St & Pennsylvania Ave NW,W00344,Member
375,20-09-10 17:57,20-09-10 18:03,31109,7th & T St NW,31207,Georgia Ave and Fairmont St NW,W00196,Member
940,20-09-10 17:59,20-09-10 18:14,31202,14th & R St NW,31202,14th & R St NW,W00512,Member
419,20-09-10 18:01,20-09-10 18:08,31009,27th & Crystal Dr,31004,Aurora Hills Community Ctr/18th & Hayes St,W00821,Member
893,20-09-10 18:01,20-09-10 18:16,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00377,Member
142,20-09-10 18:03,20-09-10 18:06,31201,15th & P St NW,31203,14th & Rhode Island Ave NW,W01050,Member
1879,20-09-10 18:04,20-09-10 18:35,31201,15th & P St NW,31207,Georgia Ave and Fairmont St NW,W00850,Member
2060,20-09-10 18:05,20-09-10 18:39,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00976,Member
2550,20-09-10 18:09,20-09-10 18:51,31205,21st & I St NW,31205,21st & I St NW,W00747,Member
945,20-09-10 18:09,20-09-10 18:25,31205,21st & I St NW,31202,14th & R St NW,W00142,Member
1864,20-09-10 18:12,20-09-10 18:43,31203,14th & Rhode Island Ave NW,31111,10th & U St NW,W01050,Member
415,20-09-10 18:14,20-09-10 18:20,31200,Massachusetts Ave & Dupont Circle NW,31104,Adams Mill & Columbia Rd NW,W00796,Member
534,20-09-10 18:14,20-09-10 18:23,31201,15th & P St NW,31111,10th & U St NW,W00777,Member
1864,20-09-10 18:15,20-09-10 18:47,31201,15th & P St NW,31209,1st & N St  SE,W00824,Member
1834,20-09-10 18:16,20-09-10 18:46,31201,15th & P St NW,31209,1st & N St  SE,W00642,Member
500,20-09-10 18:17,20-09-10 18:25,31201,15th & P St NW,31110,20th St & Florida Ave NW,W00745,Member
1640,20-09-10 18:18,20-09-10 18:46,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,?(0x000000007C120F6A),Member
868,20-09-10 18:20,20-09-10 18:35,31202,14th & R St NW,31111,10th & U St NW,W00614,Member
400,20-09-10 18:20,20-09-10 18:27,31106,Calvert & Biltmore St NW,31103,16th & Harvard St NW,W00795,Member
245,20-09-10 18:21,20-09-10 18:25,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00289,Member
583,20-09-10 18:25,20-09-10 18:35,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00322,Member
199,20-09-10 18:28,20-09-10 18:31,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W00735,Member
194,20-09-10 18:28,20-09-10 18:32,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W00764,Member
1455,20-09-10 18:29,20-09-10 18:53,31600,5th & K St NW,31111,10th & U St NW,W00958,Member
638,20-09-10 18:31,20-09-10 18:41,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00344,Member
259,20-09-10 18:34,20-09-10 18:38,31104,Adams Mill & Columbia Rd NW,31110,20th St & Florida Ave NW,W00796,Member
521,20-09-10 18:35,20-09-10 18:43,31600,5th & K St NW,31201,15th & P St NW,W00930,Member
169,20-09-10 18:40,20-09-10 18:43,31203,14th & Rhode Island Ave NW,31202,14th & R St NW,W00563,Member
7554,20-09-10 18:42,20-09-10 20:47,31105,14th & Harvard St NW,31105,14th & Harvard St NW,W01059,Casual
7512,20-09-10 18:42,20-09-10 20:47,31105,14th & Harvard St NW,31105,14th & Harvard St NW,W00804,Casual
793,20-09-10 18:42,20-09-10 18:55,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00993,Member
132,20-09-10 18:43,20-09-10 18:45,31201,15th & P St NW,31203,14th & Rhode Island Ave NW,W00289,Member
235,20-09-10 18:44,20-09-10 18:48,31201,15th & P St NW,31202,14th & R St NW,W00930,Member
375,20-09-10 18:48,20-09-10 18:54,31011,23rd & Crystal Dr,31003,15th & Crystal Dr,W01016,Member
768,20-09-10 18:48,20-09-10 19:01,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00872,Member
849,20-09-10 18:51,20-09-10 19:05,31001,18th & Eads St.,31001,18th & Eads St.,W00758,Member
509,20-09-10 18:52,20-09-10 19:01,31110,20th St & Florida Ave NW,31104,Adams Mill & Columbia Rd NW,W00344,Member
486,20-09-10 18:52,20-09-10 19:00,31110,20th St & Florida Ave NW,31104,Adams Mill & Columbia Rd NW,W00796,Member
692,20-09-10 18:52,20-09-10 19:04,31602,Park Rd & Holmead Pl NW,31201,15th & P St NW,W00472,Member
668,20-09-10 18:52,20-09-10 19:04,31100,19th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00842,Member
550,20-09-10 18:56,20-09-10 19:05,31600,5th & K St NW,31201,15th & P St NW,W00605,Member
952,20-09-10 18:59,20-09-10 19:15,31200,Massachusetts Ave & Dupont Circle NW,31600,5th & K St NW,W01113,Casual
790,20-09-10 19:02,20-09-10 19:15,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00772,Member
1107,20-09-10 19:04,20-09-10 19:22,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00745,Member
302,20-09-10 19:04,20-09-10 19:09,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00563,Member
1072,20-09-10 19:06,20-09-10 19:24,31603,1st & M St NE,31502,John McCormack Dr & Michigan Ave NE,W00803,Member
382,20-09-10 19:07,20-09-10 19:14,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00842,Member
1136,20-09-10 19:14,20-09-10 19:33,31401,14th St & Spring Rd NW,31201,15th & P St NW,W00318,Casual
1545,20-09-10 19:14,20-09-10 19:40,31207,Georgia Ave and Fairmont St NW,31104,Adams Mill & Columbia Rd NW,W00960,Member
1189,20-09-10 19:17,20-09-10 19:36,31100,19th St & Pennsylvania Ave NW,31111,10th & U St NW,W00159,Member
1389,20-09-10 19:18,20-09-10 19:41,31603,1st & M St NE,31107,Lamont & Mt Pleasant NW,W00928,Member
146,20-09-10 19:18,20-09-10 19:20,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00796,Member
1733,20-09-10 19:22,20-09-10 19:50,31200,Massachusetts Ave & Dupont Circle NW,31104,Adams Mill & Columbia Rd NW,W00772,Member
304,20-09-10 19:22,20-09-10 19:27,31201,15th & P St NW,31201,15th & P St NW,W00842,Member
2325,20-09-10 19:23,20-09-10 20:02,31106,Calvert & Biltmore St NW,31200,Massachusetts Ave & Dupont Circle NW,W00867,Casual
2314,20-09-10 19:23,20-09-10 20:02,31106,Calvert & Biltmore St NW,31200,Massachusetts Ave & Dupont Circle NW,W00380,Casual
961,20-09-10 19:25,20-09-10 19:41,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W01008,Casual
668,20-09-10 19:26,20-09-10 19:37,31201,15th & P St NW,31111,10th & U St NW,W00472,Member
2467,20-09-10 19:26,20-09-10 20:07,31000,Eads St & 15th St S,31007,Crystal City Metro / 18th & Bell St,W00819,Casual
827,20-09-10 19:27,20-09-10 19:41,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00747,Casual
487,20-09-10 19:28,20-09-10 19:36,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W01024,Member
1041,20-09-10 19:29,20-09-10 19:46,31100,19th St & Pennsylvania Ave NW,31107,Lamont & Mt Pleasant NW,W00194,Member
4532,20-09-10 19:43,20-09-10 20:58,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00322,Casual
1427,20-09-10 19:44,20-09-10 20:08,31603,1st & M St NE,31603,1st & M St NE,W00873,Member
68,20-09-10 19:44,20-09-10 19:45,31111,10th & U St NW,31111,10th & U St NW,W01050,Member
850,20-09-10 19:46,20-09-10 20:00,31111,10th & U St NW,31110,20th St & Florida Ave NW,W00159,Member
490,20-09-10 19:47,20-09-10 19:55,31110,20th St & Florida Ave NW,31104,Adams Mill & Columbia Rd NW,W00745,Member
1035,20-09-10 19:51,20-09-10 20:08,31603,1st & M St NE,31603,1st & M St NE,W00973,Member
1322,20-09-10 19:51,20-09-10 20:13,31201,15th & P St NW,31401,14th St & Spring Rd NW,W00318,Casual
752,20-09-10 19:53,20-09-10 20:06,31005,Pentagon City Metro / 12th & S Hayes St,31010,S Glebe & Potomac Ave,W00961,Member
767,20-09-10 19:53,20-09-10 20:06,31005,Pentagon City Metro / 12th & S Hayes St,31010,S Glebe & Potomac Ave,W01018,Member
484,20-09-10 19:56,20-09-10 20:04,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00772,Member
296,20-09-10 19:57,20-09-10 20:02,31400,Georgia & New Hampshire Ave NW,31401,14th St & Spring Rd NW,W00860,Casual
961,20-09-10 19:57,20-09-10 20:13,31201,15th & P St NW,31205,21st & I St NW,W00605,Casual
914,20-09-10 19:58,20-09-10 20:13,31201,15th & P St NW,31205,21st & I St NW,W00842,Casual
649,20-09-10 20:02,20-09-10 20:13,31107,Lamont & Mt Pleasant NW,31106,Calvert & Biltmore St NW,W00194,Member
915,20-09-10 20:04,20-09-10 20:19,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00867,Casual
347,20-09-10 20:05,20-09-10 20:11,31104,Adams Mill & Columbia Rd NW,31200,Massachusetts Ave & Dupont Circle NW,W00344,Member
347,20-09-10 20:05,20-09-10 20:11,31104,Adams Mill & Columbia Rd NW,31200,Massachusetts Ave & Dupont Circle NW,W00830,Member
513,20-09-10 20:05,20-09-10 20:14,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00911,Member
293,20-09-10 20:06,20-09-10 20:11,31202,14th & R St NW,31101,14th & V St NW,W01084,Member
357,20-09-10 20:07,20-09-10 20:13,31111,10th & U St NW,31101,14th & V St NW,W00968,Member
636,20-09-10 20:10,20-09-10 20:21,31110,20th St & Florida Ave NW,31111,10th & U St NW,W00159,Member
1669,20-09-10 20:10,20-09-10 20:38,31600,5th & K St NW,31105,14th & Harvard St NW,W01113,Member
988,20-09-10 20:11,20-09-10 20:27,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00380,Member
365,20-09-10 20:14,20-09-10 20:20,31111,10th & U St NW,31203,14th & Rhode Island Ave NW,W01050,Member
2564,20-09-10 20:15,20-09-10 20:57,31111,10th & U St NW,31111,10th & U St NW,W00569,Member
204,20-09-10 20:19,20-09-10 20:22,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00796,Member
1186,20-09-10 20:24,20-09-10 20:43,31204,20th & E St NW,31110,20th St & Florida Ave NW,W00428,Member
3841,20-09-10 20:28,20-09-10 21:32,31108,4th & M St SW,31108,4th & M St SW,W01024,Casual
3728,20-09-10 20:30,20-09-10 21:32,31108,4th & M St SW,31108,4th & M St SW,W00959,Casual
278,20-09-10 20:36,20-09-10 20:40,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00796,Member
148,20-09-10 20:49,20-09-10 20:52,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00775,Member
433,20-09-10 20:50,20-09-10 20:57,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00289,Member
1239,20-09-10 20:52,20-09-10 21:13,31103,16th & Harvard St NW,31107,Lamont & Mt Pleasant NW,W00948,Member
260,20-09-10 20:53,20-09-10 20:57,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W01067,Member
786,20-09-10 20:54,20-09-10 21:08,31010,S Glebe & Potomac Ave,31004,Aurora Hills Community Ctr/18th & Hayes St,W00961,Member
791,20-09-10 20:54,20-09-10 21:08,31010,S Glebe & Potomac Ave,31004,Aurora Hills Community Ctr/18th & Hayes St,W01018,Member
863,20-09-10 21:03,20-09-10 21:17,31011,23rd & Crystal Dr,31006,S Joyce & Army Navy Dr,W00760,Casual
271,20-09-10 21:04,20-09-10 21:09,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00509,Casual
525,20-09-10 21:07,20-09-10 21:16,31012,26th & S Clark St,31010,S Glebe & Potomac Ave,W01034,Member
359,20-09-10 21:12,20-09-10 21:18,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00795,Member
475,20-09-10 21:14,20-09-10 21:22,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00842,Member
3722,20-09-10 21:15,20-09-10 22:18,31209,1st & N St  SE,31007,Crystal City Metro / 18th & Bell St,W01083,Member
384,20-09-10 21:16,20-09-10 21:22,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00380,Member
1122,20-09-10 21:24,20-09-10 21:43,31401,14th St & Spring Rd NW,31202,14th & R St NW,W00318,Member
1620,20-09-10 21:28,20-09-10 21:55,31209,1st & N St  SE,31203,14th & Rhode Island Ave NW,W00032,Member
1593,20-09-10 21:28,20-09-10 21:54,31209,1st & N St  SE,31203,14th & Rhode Island Ave NW,W01030,Member
1088,20-09-10 21:28,20-09-10 21:46,31200,Massachusetts Ave & Dupont Circle NW,31207,Georgia Ave and Fairmont St NW,W00747,Member
507,20-09-10 21:32,20-09-10 21:41,31010,S Glebe & Potomac Ave,31011,23rd & Crystal Dr,W01034,Member
491,20-09-10 21:33,20-09-10 21:41,31006,S Joyce & Army Navy Dr,31011,23rd & Crystal Dr,W00760,Casual
629,20-09-10 21:38,20-09-10 21:48,31104,Adams Mill & Columbia Rd NW,31207,Georgia Ave and Fairmont St NW,W00745,Member
378,20-09-10 21:39,20-09-10 21:45,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00796,Casual
544,20-09-10 21:45,20-09-10 21:54,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W00772,Member
1463,20-09-10 21:50,20-09-10 22:14,31203,14th & Rhode Island Ave NW,31401,14th St & Spring Rd NW,W00380,Member
349,20-09-10 21:58,20-09-10 22:04,31400,Georgia & New Hampshire Ave NW,31401,14th St & Spring Rd NW,W00903,Member
5854,20-09-10 22:06,20-09-10 23:43,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00842,Casual
5839,20-09-10 22:06,20-09-10 23:43,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W01008,Casual
696,20-09-10 22:12,20-09-10 22:23,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00903,Member
1593,20-09-10 22:20,20-09-10 22:46,31600,5th & K St NW,31201,15th & P St NW,W00289,Member
1638,20-09-10 22:42,20-09-10 23:09,31206,19th & E Street NW,31109,7th & T St NW,W00555,Member
224,20-09-10 23:06,20-09-10 23:10,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00830,Member
528,20-09-10 23:17,20-09-10 23:25,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00961,Member
817,20-09-10 23:30,20-09-10 23:44,31006,S Joyce & Army Navy Dr,31011,23rd & Crystal Dr,?(0x000000007C120F6A),Member
267,20-09-10 23:44,20-09-10 23:48,31602,Park Rd & Holmead Pl NW,31101,14th & V St NW,W00775,Member
764,20-09-10 23:51,21-09-10 0:04,31002,20th & Crystal Dr,31005,Pentagon City Metro / 12th & S Hayes St,W01000,Member
783,21-09-10 0:07,21-09-10 0:20,31001,18th & Eads St.,31004,Aurora Hills Community Ctr/18th & Hayes St,W00825,Member
792,21-09-10 0:18,21-09-10 0:32,31101,14th & V St NW,31400,Georgia & New Hampshire Ave NW,W00968,Member
485,21-09-10 6:45,21-09-10 6:53,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00772,Member
1191,21-09-10 6:49,21-09-10 7:09,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W00807,Casual
489,21-09-10 6:51,21-09-10 6:59,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00838,Member
503,21-09-10 7:09,21-09-10 7:17,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00830,Member
6030,21-09-10 7:21,21-09-10 9:02,31101,14th & V St NW,31201,15th & P St NW,W00903,Member
1366,21-09-10 7:23,21-09-10 7:46,31109,7th & T St NW,31206,19th & E Street NW,W00555,Member
996,21-09-10 7:24,21-09-10 7:41,31107,Lamont & Mt Pleasant NW,31100,19th St & Pennsylvania Ave NW,W00948,Casual
585,21-09-10 7:41,21-09-10 7:51,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00344,Member
473,21-09-10 7:48,21-09-10 7:55,31203,14th & Rhode Island Ave NW,31100,19th St & Pennsylvania Ave NW,W01050,Member
620,21-09-10 8:02,21-09-10 8:13,31603,1st & M St NE,31203,14th & Rhode Island Ave NW,W00873,Member
418,21-09-10 8:03,21-09-10 8:09,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00745,Member
480,21-09-10 8:04,21-09-10 8:12,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00734,Member
656,21-09-10 8:06,21-09-10 8:17,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00795,Member
896,21-09-10 8:07,21-09-10 8:22,31104,Adams Mill & Columbia Rd NW,31204,20th & E St NW,W01069,Casual
369,21-09-10 8:13,21-09-10 8:19,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W00826,Member
254,21-09-10 8:17,21-09-10 8:21,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00772,Member
